Date,Close,High,Low,Open,Volume
2019-01-02,37.5752067565918,37.796491209681555,36.69721406234268,36.85425417348387,148158800
2019-01-03,33.83243942260742,34.6723611316717,33.787230575440596,34.258347280967,365248800
2019-01-04,35.276737213134766,35.34574136535265,34.21553424292716,34.38922821568607,234428400
2019-01-07,35.19821548461914,35.41236216043812,34.71520096420469,35.38142901566797,219111200
2019-01-08,35.86919021606445,36.1237858793811,35.33858894951646,35.58604312532892,164101200
2019-01-09,36.47831344604492,36.768598408813624,35.602702406686625,35.99767715234844,180396400
2019-01-10,36.59489440917969,36.63534346586933,35.89535554850889,36.285574035533934,143122800
2019-01-11,36.235618591308594,36.571112433090754,36.05002702578016,36.37600493397239,108092800
2019-01-14,35.690738677978516,35.99292128203398,35.505147127305,35.892987649413605,129756800
2019-01-15,36.421207427978516,36.49734577535337,35.70263294063492,35.754979642864214,114843600
2019-01-16,36.86615753173828,37.0898200949179,36.40455668954205,36.423592187541374,122278800
2019-01-17,37.085052490234375,37.5133420282532,36.46641164302394,36.69007415902539,119284800
2019-01-18,37.313480377197266,37.56569435663353,37.11360947574702,37.47527665432627,135004000
2019-01-22,36.4759407043457,37.29206729904574,36.31414077866992,37.21592893393081,121576000
2019-01-23,36.62346267700195,36.913747693269144,36.095239360886275,36.678187469385016,92522400
2019-01-24,36.33317565917969,36.75670551912618,36.10475693707266,36.66866951484015,101766000
2019-01-25,37.53713607788086,37.62517569702941,36.718631568016214,36.99463717184698,134142000
2019-01-28,37.189754486083984,37.19689234414636,36.56159756204397,37.06840363772336,104768400
2019-01-29,36.804290771484375,37.62518072781439,36.66866784216678,37.1778556073389,166348800
2019-01-30,39.31928253173828,39.53342543214802,38.124831903602576,38.84340619247367,244439200
2019-01-31,39.602447509765625,40.21156891959634,39.15512238601182,39.52392744246948,162958400
2019-02-01,39.62147903442383,40.206805105535146,39.481092705405594,39.72617244698673,130672400
2019-02-04,40.74692153930664,40.844477084128826,39.80230648382668,39.83323961527012,125982000
2019-02-05,41.444087982177734,41.65823461315933,41.00866412354689,41.13001133964811,144406400
2019-02-06,41.4583740234375,41.77483242349125,41.12763990514309,41.555925974965604,112958400
2019-02-07,40.67316436767578,41.38697910594836,40.53039996776146,41.02055217380472,126966800
2019-02-08,40.72095489501953,40.78069457288458,40.2454257465744,40.38163396229257,95280000
2019-02-11,40.48677444458008,40.91212432348893,40.44376362488432,40.87389005294555,83973600
2019-02-12,40.835655212402344,40.861940817256425,40.551293754313846,40.646879429338085,89134000
2019-02-13,40.66599655151367,41.21560238179154,40.60386859186247,40.955138230742534,89960800
2019-02-14,40.814151763916016,40.92407073769949,40.474830805272624,40.553687623623816,87342800
2019-02-15,40.72333908081055,41.029205909072424,40.563237197753175,40.921675228955706,98507200
2019-02-19,40.84521484375,40.96708613224222,40.50111732800384,40.55368854142776,75891200
2019-02-20,41.10806655883789,41.416325336390706,40.859551104960914,40.90734211768104,104457600
2019-02-21,40.876285552978516,41.18932095016681,40.69467820512689,41.053116350833434,68998800
2019-02-22,41.33269119262695,41.339859662720514,40.95274769278512,41.000538708815775,75652800
2019-02-25,41.6337776184082,42.025669781395585,41.56686946713383,41.617052403699994,87493600
2019-02-26,41.65766906738281,41.889459289505155,41.380476110544926,41.509515845654406,68280800
2019-02-27,41.786712646484375,41.8177784486941,41.27534110158918,41.390043919184656,111341600
2019-02-28,41.37569046020508,41.79626003477274,41.32073098942673,41.655275300670986,112861600
2019-03-01,41.81060791015625,41.853618729961276,41.31357333049172,41.64572580846216,103544800
2019-03-04,42.02088928222656,42.474909358370766,41.57164575485241,41.982655014743564,109744800
2019-03-05,41.94442367553711,42.05673456522143,41.70785323096829,42.04239762546951,78949600
2019-03-06,41.70309066772461,41.93488099470416,41.56449412660742,41.73893302912478,83241600
2019-03-07,41.22038269042969,41.68396322987974,41.10568351605907,41.54775499776006,99185600
2019-03-08,41.31835174560547,41.3565860145986,40.50350166301471,40.69944955693907,95997600
2019-03-11,42.74971389770508,42.802285108230926,41.90141335177229,41.93486742699595,128044000
2019-03-12,43.23002243041992,43.650588460311994,42.86202396382128,43.01256912254078,129870400
2019-03-13,43.42119216918945,43.801135672491235,43.232412731751154,43.55022827826939,124130000
2019-03-14,43.903873443603516,43.99229062695655,43.62429224982393,43.94449597813014,94318000
2019-03-15,44.47499465942383,44.76413630754834,43.9062753998339,44.171519718082784,156171600
2019-03-18,44.92901611328125,45.01742966611717,44.396135583226894,44.3985275038249,104879200
2019-03-19,44.57297134399414,45.16081142055455,44.427206373732226,45.00787798013392,126585600
2019-03-20,44.962467193603516,45.2802826832525,44.1428370053045,44.50127503399161,124140800
2019-03-21,46.61846160888672,46.91477177118616,45.3567597020329,45.406942643812606,204136800
2019-03-22,45.653072357177734,47.239758396146875,45.58855247028683,46.67820384513992,169630800
2019-03-25,45.101070404052734,45.87529432805428,44.58969888594255,45.76298343726282,175381200
2019-03-26,44.635101318359375,46.090362812112865,44.10700454628543,45.79883285841138,199202000
2019-03-27,45.036556243896484,45.34481142938426,44.57775587798241,45.10346440270346,119393600
2019-03-28,45.09627914428711,45.29700354598629,44.811917752103355,45.151238615800494,83121600
2019-03-29,45.39021301269531,45.421278816424476,45.05328030619327,45.361539130004445,94256000
2019-04-01,45.698455810546875,45.80359455894937,45.01503389172163,45.7940378168109,111448000
2019-04-02,46.362762451171875,46.467904849994866,45.653054905336646,45.662611647856934,91062800
2019-04-03,46.68059539794922,46.955396514481826,46.15488320701867,46.178780541596,93087200
2019-04-04,46.7618293762207,46.924319544779436,46.152483951684545,46.54676435485593,76457200
2019-04-05,47.07487106323242,47.09876839535696,46.81918346513947,46.94344302898936,74106400
2019-04-08,47.81565475463867,47.846716917529236,46.91716738160887,46.936284522122456,103526800
2019-04-09,47.672264099121094,48.47277726052693,47.60774422451132,47.86821199748385,143072800
2019-04-10,47.93989562988281,47.968573154749954,47.35683578926549,47.47631514525361,86781200
2019-04-11,47.540828704833984,48.0306947285734,47.41896109054997,47.9948523850252,83603200
2019-04-12,47.5217170715332,47.82519565149678,46.8860896796702,47.60057388268376,111042800
2019-04-15,47.607749938964844,47.75590684089754,47.3162199771819,47.452428212571796,70146400
2019-04-16,47.612510681152344,48.119101848836564,47.44762863040466,47.662693601639745,102785600
2019-04-17,48.53968048095703,48.59942015421328,47.45958616754238,47.68181600186989,115627200
2019-04-18,48.71412658691406,48.78342301391168,48.393922765494615,48.537295815006495,96783200
2019-04-22,48.87422180175781,48.972195742211845,48.35090167411639,48.4679927477971,77758000
2019-04-23,49.579158782958984,49.64367866425876,48.72368604881537,48.850333890412784,93292000
2019-04-24,49.50267791748047,49.81810145925243,49.476392318481146,49.550468921237446,70162400
2019-04-25,49.05344772338867,49.64606435188864,49.015213451557486,49.42383448353397,74172800
2019-04-26,48.81926345825195,48.986533820100895,48.298331592813334,48.96263649145658,74596400
2019-04-29,48.89334487915039,49.21832889107268,48.71412583535988,48.8431619425519,88818800
2019-04-30,47.95185089111328,48.60420724360658,47.57907583254568,48.522962145451295,186139600
2019-05-01,50.30559158325195,51.4502022665524,49.997332787495154,50.15265814578386,259309200
2019-05-02,49.97821807861328,50.814573652985054,49.73448279364687,50.14310018952764,127985200
2019-05-03,50.59950637817383,50.621011786783555,50.23628812136514,50.39400174361082,83569600
2019-05-06,49.8181037902832,49.904129059558905,48.62809060381931,48.81686635366931,129772400
2019-05-07,48.475162506103516,49.56481360545872,47.9900766320153,49.19681880816507,155054800
